Y,λ_ets_scenario_1,λ_product_scenario_1,BF-BOF_b,BF-BOF_cap,BF-BOF_g,BF-BOF_bank,BF-BOF_netto_emiss,BF-BlendH2-BOF_b,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g,BF-BlendH2-BOF_bank,BF-BlendH2-BOF_netto_emiss,HDRI-EAF_b,HDRI-EAF_cap,HDRI-EAF_g,HDRI-EAF_bank,HDRI-EAF_netto_emiss,BF-BlendNG-BOF_b,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g,BF-BlendNG-BOF_bank,BF-BlendNG-BOF_netto_emiss,fringe_b,fringe_g,fringe_bank,fringe_netto_emiss
2043,381.3411,850.5943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.7789,0.0,604.8982,307.0793
2044,408.035,896.1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.789,0.0,447.7884,267.8988
2045,436.5974,943.1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7986,0.0,269.8176,227.7695
2046,493.3902,992.2746,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.2779,138.5396
2047,532.1508,1044.4284,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,43.3043,87.9737
2048,569.5121,1099.2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3043
2049,608.9691,1175.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,650.7431,1261.3397,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
2051,673.0006,1294.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2052,677.1785,1320.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2053,677.3412,1355.7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
2054,689.8767,1377.1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2055,703.3186,1397.3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
2056,698.3401,1428.7345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
2057,712.3069,1433.6212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2058,726.553,1435.596,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
