Y,λ_ets_scenario_1,λ_product_scenario_1,BF-BOF_b,BF-BOF_cap,BF-BOF_g,BF-BOF_bank,BF-BOF_netto_emiss,BF-BlendH2-BOF_b,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g,BF-BlendH2-BOF_bank,BF-BlendH2-BOF_netto_emiss,HDRI-EAF_b,HDRI-EAF_cap,HDRI-EAF_g,HDRI-EAF_bank,HDRI-EAF_netto_emiss,trader_b,trader_g,trader_bank,trader_netto_emiss,BF-BlendNG-BOF_b,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g,BF-BlendNG-BOF_bank,BF-BlendNG-BOF_netto_emiss,fringe_b,fringe_g,fringe_bank,fringe_netto_emiss
2034,228.0787,600.6678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,17.0684,0.0,-865.0817,0.0,0.0,0.0,0.0,0.0,0.0,703.6113,0.0,1983.4562,632.1341
2035,244.0443,609.7079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,32.5464,0.0,-832.5353,0.0,0.0,0.0,0.0,0.0,0.0,627.1473,0.0,2011.5943,599.0092
2036,261.1274,615.6845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,51.2419,0.0,-781.2934,0.0,0.0,0.0,0.0,0.0,0.0,547.4648,0.0,1993.9771,565.082
2037,279.4063,642.3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,73.3805,0.0,-707.913,0.0,0.0,0.0,0.0,0.0,0.0,464.3391,0.0,1927.983,530.3332
2038,298.9647,680.7714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,99.2032,0.0,-608.7097,0.0,0.0,0.0,0.0,0.0,0.0,377.5289,0.0,1810.769,494.7429
2039,319.8922,721.0729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,128.968,0.0,-479.7417,0.0,0.0,0.0,0.0,0.0,0.0,286.7765,0.0,1639.2548,458.2907
2040,342.2847,763.3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,162.9508,0.0,-316.7909,0.0,0.0,0.0,0.0,0.0,0.0,191.8058,0.0,1410.1049,420.9558
2041,366.2446,809.5817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,201.4468,0.0,-115.3441,0.0,0.0,0.0,0.0,0.0,0.0,92.3217,0.0,1119.7099,382.7167
2042,391.8817,858.2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,225.3372,0.0,109.9931,0.0,0.0,0.0,0.0,0.0,0.0,7.4428,0.0,783.6011,343.5516
2043,419.3135,914.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,144.7829,0.0,254.776,0.0,0.0,0.0,0.0,0.0,0.0,27.0084,0.0,507.1714,303.4381
2044,448.6654,973.9212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,47.6496,0.0,302.4256,0.0,0.0,0.0,0.0,0.0,0.0,63.1526,0.0,307.9708,262.3532
2045,480.072,1039.8079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-52.5288,0.0,249.8967,0.0,0.0,0.0,0.0,0.0,0.0,102.3415,0.0,190.039,220.2733
2046,513.677,1109.6955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-103.1716,0.0,146.7251,0.0,0.0,0.0,0.0,0.0,0.0,103.0825,0.0,115.9471,177.1744
2047,549.6344,1147.9868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-75.3674,0.0,71.3577,0.0,-0.0,0.0,0.0,0.0,0.0,75.2721,0.0,58.1874,133.0318
2048,588.1088,1152.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-48.601,0.0,22.7568,0.0,0.0,0.0,0.0,0.0,0.0,48.499,0.0,18.8661,87.8202
2049,629.2765,1156.2094,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,-22.7568,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,22.6476,0.0,0.0,41.5138
2050,669.3672,1160.3969,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,682.7546,1164.6681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,696.4097,1169.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,710.3379,1176.7979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,724.5446,1184.7246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,739.0355,1192.8099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,753.8162,1201.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,768.8926,1207.8245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,784.2704,1216.4047,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,107.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
